idCarta,nombreCarta,Imagen,Removal,Tempo Value,Good?,Control Value,textoCarta,costeCarta,baneada,numeroTesoro,valorAtaque,valorDefensa,porcentajeProbabilidad,flavorCarta,urlImagen,urlImagen1,urlImagen2,urlImagen3,urlImagen4,urlImagen5,urlImagen6,urlImagen7,urlImagen8,urlImagen9,urlImagen10,rulingCarta,expansion,tipo,tipo2,subtipo,subtipo2,subtipo3,subtipo4,rareza,,rareza,daños a la cara ,cuerpo,frenesí,guardián,envenenar ,interrumpir,mata una carta,curar,me descarta,predicción,roba carta,roba carta específica,perder vidas,evasión,ininterrumpible,vigía,aplastarme,aplasta,arrollar,realeza,ganar 5 vidas,acción rápida/sorpresivo,disipar,resguardo,crear ficha tesoro,hurto,descarta,muerte?,megalofobia?,daño electrico?,indestructible?,Estocada?,Invocacion,Sucubo y comandante,Veneno,flor,,,,,,,,,,,,
111,"NICOL, LA APRENDIZ",,1/9,2,TRUE,,Aparición en juego: El jugador objetivo muestra su mano. Eliges una carta de acción. Ese jugador descarta esa carta.,2,FALSE,,1,2,,,https://i.postimg.cc/c4btNhYH/NICOL-LA-APRENDIZ-copia.jpg,https://i.postimg.cc/zD0M66sW/NICOL-LA-APRENDIZ.webp,https://i.postimg.cc/g2wCMV38/nicol.jpg,https://i.postimg.cc/zGXStZvP/METAL-NICOL-LA-APRENDIZ.png,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 5, 'nombreSubTipo': 'BRUJA'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
387,NUBE DE DESTRUCCION,,7/9,2,TRUE,,Agotar: Hace 1 daño hasta a una unidad rival objetivo y cada oponente.,3,FALSE,3,1,4,,,https://i.postimg.cc/hjQgCJ7b/NUBE-DE-DESTRUCCION-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
524,OBJETO MISTERIOSO,,7/9,1,TRUE,,Aparición en juego: Predicción Bóveda 1.,3,FALSE,3,3,4,,,https://i.postimg.cc/SKQT6ZhJ/OBJETO_MISTERIOSO_copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
560,OBSEQUIANTE GENEROSA,,4/9,3,TRUE,,Guardián. Disipar 2: Crea una ficha de tesoro.,1,FALSE,,2,3,,,https://i.postimg.cc/bJsmMsdP/OBSEQUIANTE_GENEROSA_copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 20, 'nombreSubTipo': 'DJINN'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
525,"OGRID, HERALDO DE LA MUERTE",,8/9,1.65,FALSE,,"Evasión. Resguardo: 2 de oro. Aparición en juego: Puedes intercambiar el total de vidas de dos jugadores objetivo con 7 o más vidas. Mientras un oponente tenga 7 o más vidas, gana +2/+2.",7,FALSE,3,4,4,,,"https://i.postimg.cc/DZHxKnbX/OGRID,_HERALDO_DE_LA_MUERTE_copia.webp",,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 9, 'nombreSubTipo': 'DRAGON'}",,"{'idSubTipo': 13, 'nombreSubTipo': 'REALEZA'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
526,"OMAN, REY ESCLAVIZADO",,4/9,3.5,TRUE,,"Dureza. Guardián. Resguardo: 1 de oro. Al inicio de tu fase final, elige 1 que no fue elegida aún: -Crea una ficha soldado 1/1. -Hasta una unidad rival objetivo debe atacar en su próximo turno. -Puedes descartar una carta. Si lo haces, roba una carta.",2,FALSE,3,3,3,,,"https://i.postimg.cc/NFXpsS1P/OMAN,_REY_ESCLAVIZADO_copia.webp",,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 20, 'nombreSubTipo': 'DJINN'}","{'idSubTipo': 2, 'nombreSubTipo': 'SOLDADO'}","{'idSubTipo': 13, 'nombreSubTipo': 'REALEZA'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
330,OPORTUNISTA DE LA FLOTA,,1/9,1,FALSE,,"Siempre que un oponente descarte una carta, gana +1/+1 y Temible hasta el final del turno.",1,FALSE,,2,2,,,https://i.postimg.cc/gjvpWfsx/OPORTUNISTA-DE-LA-FLOTA-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
527,ORACULO DE LA FORTUNA,,7/9,1,FALSE,,"Siempre que eligas, Predicción Bóveda 1. Dispara solo una vez por turno.",1,FALSE,3,0,4,,,https://i.postimg.cc/XNB2kGTc/ORACULO_DE_LA_FORTUNA_copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 20, 'nombreSubTipo': 'DJINN'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
65,ORACULO DEL DESTINO,,0/9,1,TRUE,,"Roba dos cartas de tu Reino, luego descarta una carta.",2,FALSE,,,,,,https://i.postimg.cc/NjwbZ7bp/ORACULO-DEL-DESTINO-copia.jpg,https://i.postimg.cc/CL5tgJ02/ORACULO-DEL-DESTINO.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
528,ORBE DE ANHELO MATERIAL,,7/9,1,FALSE,,Durabilidad: 2. Equipar: 1 de oro. Derrotado: Busca en tu Reino una carta no djinn y ponla en el tope.,1,FALSE,3,0,4,,,https://i.postimg.cc/sDFT6fzF/ORBE_DE_ANHELO_MATERIAL_copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 29, 'nombreTipo': 'ARMA'}",,"{'idSubTipo': 20, 'nombreSubTipo': 'DJINN'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
83,ORDEN DE SALVACION,,0/9,0,FALSE,,Ganas 1 vida por cada unidad que controlas en la zona de formación.,3,FALSE,,,,,,https://i.postimg.cc/J4XPTd3s/ORDEN-DE-SALVACION-copia.jpg,https://i.postimg.cc/D0Mx0khM/ORDEN-DE-SALVACION.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,,,"{'idSubTipo': 12, 'nombreSubTipo': 'RAPIDA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
270,ORDENANDO LA CONDENA,,0/9,0,TRUE,,"Pacifica la unidad objetivo. Si ganaste vidas este turno, condénala en su lugar. El controlador gana vidas igual a su fuerza.",1,FALSE,,,,,,https://i.postimg.cc/zXMWQgpW/ORDENANDO_LA_CONDENA_COPIA.webp,https://i.postimg.cc/44VHPQ3h/ordenando-la-condena.webp,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,"{'idSubTipo': 14, 'nombreSubTipo': 'COMUN'}","{'idSubTipo': 17, 'nombreSubTipo': 'MONJE'}",,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
529,ORDENES DE BALDUR,,7/9,2.25,FALSE,,Elige 2: -Condena la unidad aliada objetivo de fuerza 1 o menos. Regrésala al campo al inicio de la próxima fase final. -Los enanos aliados ganan +1/+0 hasta el final del turno. -Crea dos fichas enano 1/1. -Condena la unidad rival objetivo de fuerza 4 o más.,3,FALSE,3,0,4,,,https://i.postimg.cc/Nf1pWhGK/ORDENES_DE_BALDUR_copia.webp,,,,,,,,,,,,"{'idExpansion': 6, 'nombreExpansion': 'ANCESTROS', 'fechaLanzamiento': '2024-11-19T03:36:06.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,"{'idSubTipo': 14, 'nombreSubTipo': 'COMUN'}","{'idSubTipo': 19, 'nombreSubTipo': 'ENANO'}",,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
74,ORNAMENTA MARAVILLOSA,,4/9,1.25,FALSE,,Arrollar. Gana +1/+1 por cada otra Ornamenta maravillosa que controlas.,3,FALSE,,3,3,,,https://i.postimg.cc/ZqbH5bGN/ORNAMENTA-MARAVILLOSA-copia.jpg,https://i.postimg.cc/NfZNwcpy/ORNAMENTA-MARAVILLOSA.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 3, 'nombreSubTipo': 'ANIMAL'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
271,PACIFICADOR,,1/9,2,FALSE,,Guardián. Aparición en juego: Pacifica la unidad objetivo.,1,FALSE,,2,2,,,https://i.postimg.cc/W1krc1fy/PACIFICADOR_COPIA.webp,,,,,,,,,,,,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 17, 'nombreSubTipo': 'MONJE'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
380,PAGADOR DE SUELDOS,,2/9,1,FALSE,,Aparición en juego: Regresa la carta de tesoro objetivo de tu Descarte al campo.,3,FALSE,,4,2,,,https://i.postimg.cc/Wbvjn1pg/PAGADOR-DE-SUELDOS-copia.webp,https://i.postimg.cc/ZYMfyqqK/METAL-ARLEQUIN-DE-LA-CORONA.png,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
36,PAGO ADELANTADO,,0/9,0,TRUE,,Agotar: Mueve el tesoro objetivo a la zona de tesoros agotados.,4,FALSE,4,,,,,https://i.postimg.cc/HWZZB5M9/PAGO-ADELANTADO.webp,https://i.postimg.cc/nz6gMtBZ/Mesa-de-trabajo-48-200x.png,,,,,,,,,,,"{'idExpansion': 2, 'nombreExpansion': 'FUNDAMENTOS', 'fechaLanzamiento': '2024-05-26T04:08:58.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
272,PANTANO DE BORNIS,,0/9,0,TRUE,,"Destruir: Hasta el final del turno, siempre que una unidad aliada muera, cada oponente pierde 1 vida.",2,FALSE,2,,,,,https://i.postimg.cc/hGRmDRkt/PANTANO_DE_BORNIS_COPIA.webp,https://i.postimg.cc/1tNnxb1L/PANTANO-DE-BORNIS-copia.jpg,,,,,,,,,,Cada unidad aliada que muera dispara un trigger separado de pérdida de vida,"{'idExpansion': 4, 'nombreExpansion': 'TRONO COMPARTIDO', 'fechaLanzamiento': '2024-05-26T04:09:14.000+00:00', 'visibilidad': True}","{'idTipo': 6, 'nombreTipo': 'TESORO'}",,,,,,"{'idRareza': 4, 'nombreRareza': 'DIAMANTE'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
381,PEDIR UN DESEO AL MAR,,2/9,2.25,TRUE,,"(Como coste adicional, destruye un tesoro aliado). Destruye la unidad rival objetivo. Si es de coste 2 o menos, su dueño descarta una carta.",1,FALSE,,4,2,,,https://i.postimg.cc/vHtySwDj/PEDIR-UN-DESEO-AL-MAR-copia.webp,https://i.postimg.cc/tRhpcLTT/PEDIR-UN-DESEO-AL-MAR-copia.webp,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 1, 'nombreTipo': 'ACCION'}",,"{'idSubTipo': 14, 'nombreSubTipo': 'COMUN'}","{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,"{'idRareza': 3, 'nombreRareza': 'ORO'}",,"{'idRareza': 3, 'nombreRareza': 'ORO'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
125,PEDRUSCO INTIMIDANTE,,7/9,0.5,FALSE,,Las unidades de fuerza 4 o más  que no controlas no pueden atacar.,3,FALSE,,2,4,,,https://i.postimg.cc/T2L9wH4t/PEDRUSCO-INTIMIDANTE-copia.jpg,https://i.postimg.cc/658HS3LJ/PEDRUSCO-INTIMIDANTE.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 8, 'nombreSubTipo': 'ELEMENTAL'}","{'idSubTipo': 13, 'nombreSubTipo': 'REALEZA'}",,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
117,"PET, PERRO LADRON",,5/9,2,FALSE,,Temible. Hurto. Cuesta 1 menos por cada pirata que controlas. El coste no puede ser menor que 1.,5,FALSE,,5,3,,,https://i.postimg.cc/kGbFpBb0/PET-PERRO-LADRON-copia.jpg,https://i.postimg.cc/5y6mZ7zq/PET-PERRO-LADRON.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 1, 'nombreSubTipo': 'PIRATA'}",,,,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",,"{'idRareza': 1, 'nombreRareza': 'PLATA'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,
361,PETARDO CONTRATADO,,1/9,3.25,FALSE,,1 de oro y Destruir: Elige 1: -Hace 2 daños hasta a una unidad rival objetivo y a cada oponente. -Destruye el monumento rival objetivo de coste 2 o menos.,2,FALSE,,3,2,,,https://i.postimg.cc/W1pvBYk4/PETARDO-CONTRATADO-copia.webp,,,,,,,,,,,,"{'idExpansion': 5, 'nombreExpansion': 'IMPERIO', 'fechaLanzamiento': '2024-07-04T19:48:17.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 6, 'nombreSubTipo': 'DESERTOR'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
88,"PHILL, EL MEJOR AMIGO",,1/9,1,FALSE,,"Si controlas a Tim, el valiente esta unidad gana +1/+1.",2,FALSE,,2,2,,,https://i.postimg.cc/HxK9zQV0/PHILL-EL-MEJOR-AMIGO-copia.jpg,https://i.postimg.cc/wjJwqGGw/PHILL-EL-MEJOR-AMIGO.webp,,,,,,,,,,,"{'idExpansion': 3, 'nombreExpansion': 'PACTO SECRETO', 'fechaLanzamiento': '2024-05-26T04:09:09.000+00:00', 'visibilidad': True}","{'idTipo': 28, 'nombreTipo': 'UNIDAD'}",,"{'idSubTipo': 3, 'nombreSubTipo': 'ANIMAL'}",,,,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",,"{'idRareza': 2, 'nombreRareza': 'BRONCE'}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,
